id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat,,,,,
http://www.jstor.org/stable/10.2979/transition.123.1.17,In Search of Black Italia,Transition,2017,,article,research-article,jstor,,01/01/2017,123,,http://www.jstor.org/stable/10.2979/transition.123.1.17,Camilla Hawthorne,Indiana University Press,en,152,174,,italian; black italians; blackness; black italia; mediterranean; african; racism; transition; roj walker; black mediterranean,6719,23,unigrams; bigrams; trigrams,,,,,
ark://27927/phx7x20kn64,Powerful resistance against a long-running personal crusade: the impact of Silvio Berlusconi on the Italian judicial system,Modern Italy,2015,10.1080/13532944.2014.986444,article,,portico,,01/02/2015,1,20,http://doi.org/10.1080/13532944.2014.986444,Cristina Dallara,Cambridge University Press,eng,59,76,,berlusconi; judicial; judiciary; personam laws; anti judicial; political; judges; judicial system; judicial rhetoric; italian,9365,18,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/261136,"Review Article: Fascism and Anti-Fascism in Italy: History, Memory and Culture",Journal of Contemporary History,2001,,article,book-review,jstor,,01/01/2001,1,36,http://www.jstor.org/stable/261136,John Whittam; R. J. B. Bosworth; Patrizia Dogliani; Ottar Dahl; Simonetta Falasca-Zamponi; Stanislao G. Pugliese,"Sage Publications, Ltd.",eng,163,171,,fascism; italian; fascist italy; mussolini; whittam fascism; italian fascism; felice; rosselli; history; carlo rosselli,4505,9,unigrams; bigrams; trigrams,,,,,
ark://27927/phzg3kxvsq8,Notes,Partisan Ruptures,2019,10.2307/j.ctvsrwbz8.20,chapter,,portico,,20/12/2019,,,https://doi.org/10.2307/j.ctvsrwbz8.20,Gal Kirn; Borut Praper; Gal Kirn,Pluto Press,eng,229,261,,yugoslavia; yugoslav; partisan; althusser; partisan ruptures; political; struggle; see kirn; liberation; slovenian,15472,33,unigram; bigram; trigram,,,,,
ark://27927/pjb8bncrmk,Confronting Nationalism and the Recurring Crisis of Liberal Democracies: Mosse’s Contribution to the Public Debate,Journal of Contemporary History,2021,10.1177/0022009420988043,article,research-article,portico,,01/10/2021,4,56,http://doi.org/10.1177/0022009420988043,Skye Doney; Donatello Aramini; Laura Ciglioni,SAGE Publications,eng,1009,1039,,lbi glmc; mosse confronting; confronting history; mosse confronting history; george mosse; nationalism; aldo moro; politics; breines; freedom,17125,31,unigram; bigram; trigram,,,,,
ark://27927/phzjx1ng9tz,"""Oppression by Orgasm"": Pornography and Antisemitism in Far-Right Discourses in the United States Since the 1970s",Studies in American Jewish Literature,2020,,article,,portico,,17/03/2020,null,39,,Kristoff Kerl,Project MUSE,eng,117,138,,instauration; pornography; title instauration; antisemitic; jewish; white supremacists; sexual; kerl pornography; discourses; anti porn,9551,22,unigram; bigram; trigram,,,,,
ark://27927/pjbn8cfg2zh,Issue Matter,International Journal of Human Rights in Healthcare,2021,,article,null,portico,,04/06/2021,2,14,,,Emerald Group Publishing,eng,,,,sexual intercourse; nigeria; health; central nigeria; genital mutilation; hiv infection; hiv stigma; female genital; sexual abstinence; north central nigeria,63618,92,unigram; bigram; trigram,,,,,
ark://27927/pfgn38xvw,Why Some Anti-Immigrant Parties Fail and Others Succeed,Comparative Political Studies,2005,10.1177/0010414004273928,article,research-article,portico,,01/06/2005,5,38,http://doi.org/10.1177/0010414004273928,Wouter Van Der Brug; Jean Tillie; Meindert Fennema,SAGE Publications,eng,537,573,,immigrant parties; anti immigrant parties; electoral; electoral potential; voters; electoral success; vlaams blok; elections; success; lubbers,19942,37,unigram; bigram; trigram,,,,,
ark://27927/phx7x1xxcfc,The Lega Nord and fiscal federalism: functional or postfunctional?,Modern Italy,2011,10.1080/13532944.2011.611221,article,,portico,,01/11/2011,4,16,http://doi.org/10.1080/13532944.2011.611221,Anna Cento Bull,Cambridge University Press,eng,437,447,,lega nord; fiscal federalism; cento bull; simulative politics; politics; simulative; public deficit; functional; lega nord’s; economic,6303,11,unigram; bigram; trigram,,,,,
ark://27927/pgh127wpq2k,Christian Democracy in Italy,Party Politics,2013,10.1177/1354068812462934,article,research-article,portico,,01/03/2013,2,19,http://doi.org/10.1177/1354068812462934,Manfred Brocker; Carolyn M. Warner; Mirjam Künkler,SAGE Publications,eng,256,276,,gasperi; catholic; moderation; democracy; democratic; parties; church; azione cattolica; christian; christian democratic,14461,21,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/j.ctv2hvfjf7.8,‘Give me liberty or give me death’,"Lockdown Cultures: The arts and humanities in the year of the pandemic, 2020-21",2022,,chapter,chapter,jstor,,01/01/2022,,,http://www.jstor.org/stable/j.ctv2hvfjf7.8,Lee Grieveson; Stella Bruzzi; Maurice Biriotti; Sam Caleb; Harvey Wiltshire,UCL Press,eng,12,21,London,lockdown; liberty; lockdown protests; anti lockdown; libertarian; wwwtheguardiancom politics; lockdown cultures; pandemic; accessed; facebook,3967,9,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/43697339,"After the Fall: Politics, the public Use of History and the Historiography of the Italian Communist Party, 1991-2011",Journal of Contemporary History,2014,,article,research-article,jstor,,01/10/2014,4,49,http://www.jstor.org/stable/43697339,Gianluca Fantoni,"Sage Publications, Ltd.",eng,815,836,,togliatti; italian; palmiro togliatti; communist; italian communist; communist party; political; gladio rossa; aga rossi; italian communist party,12069,22,unigrams; bigrams; trigrams,,,,,
ark://27927/pbd6d4cnr1,References,Social Citizenship and Workfare in the United States and Western EuropeSocial Citizenship and Workfare in the United States and Western Europe,2009,10.1017/CBO9780511522338.006,chapter,,portico,,01/01/2009,,,https://doi.org/10.1017/CBO9780511522338.006,Joel F. Handler,Cambridge University Press,eng,279,305,,welfare; social; welfare reform; policy; katherine mcfate; maurizio ferrera; european; mcfate roger; poverty; martin rhodes,9531,27,unigram; bigram; trigram,,,,,
ark://27927/pjbjctrtxdz,Migrants as ‘pawns’: Antimigrant debates on Twitter and their affinity to European border politics and discourses,European Journal of Cultural Studies,2023,10.1177/13675494221120838,article,research-article,portico,,01/10/2023,5,26,http://doi.org/10.1177/13675494221120838,Maria Ioannou; Maria Avraamidou,SAGE Publications,eng,722,743,,othering; border; migrants; greece; europe; tweets; influencers; turkey; migration; twitter,11826,22,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/10.2979/isr.2011.16.1.79,Italian Foreign Policy towards Israel: The Turning Point of the Berlusconi Government (2001––2006),Israel Studies,2011,,article,research-article,jstor,,01/04/2011,1,16,http://www.jstor.org/stable/10.2979/isr.2011.16.1.79,Arturo Marzano,Indiana University Press,en,79,103,,israel; italian; berlusconi; italian foreign; towards israel; policy; italian foreign policy; palestinian; policy towards; policy towards israel,10238,25,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/jj.15238520,Europeanization in Sweden,,2019,,book,book,jstor,,01/01/2019,,10,http://www.jstor.org/stable/jj.15238520,Anna Meeuwisse; Roberto Scaramuzzino,Berghahn Books,eng,,,NEW YORK,europeanization; swedish csos; magnus wennerhag; european level; organizations; access library; resale; organizational; anna meeuwisse; open access library,121155,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pjbj14gjnvg,Index,Feeding Fascism,2021,,chapter,,portico,,01/01/2021,,,,"Garvin, Diana",University of Toronto Press,eng,,,,rice weeders; female rice weeders; female rice; kitchens; recipes cookbooks; cucina; morelli; spagnoli; autarky; foggia,11110,14,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/4547088,Review Article,Central European History,2001,,article,book-review,jstor,,01/01/2001,2,34,http://www.jstor.org/stable/4547088,Robert Moeller; Lutz Niethammer; Ulrich Herbert; Dirk van Laak,Cambridge University Press,eng,295,299,,niethammer; postwar germany; german; history; lutz niethammer; essays; niethammer offers; van laak; historian; ulrich herbert,1732,5,unigrams; bigrams; trigrams,,,,,
ark://27927/pjb7kj9z1w6,Nationalism vs. Nationalism: The Challenge of the Sweden Democrats in the Swedish Public Debate,Government and Opposition,2012,10.1111/j.1477-7053.2011.01357.x,article,research-article,portico,,01/01/2012,2,47,http://doi.org/10.1111/j.1477-7053.2011.01357.x,Anders Hellström; Pauline Stoltz; Tom Nilsson,Cambridge University Press,eng,186,205,,swedish; public debate; government and opposition; sweden; nationalism; nationalist; mainstream parties; nationalist claims; welfare; parties,9337,20,unigram; bigram; trigram,,,,,
ark://27927/pgj2hpbqb2,Nationalism vs. Nationalism: The Challenge of the Sweden Democrats in the Swedish Public Debate,Government and Opposition,2012,10.1111/j.1477-7053.2011.01357.x,article,,portico,,01/04/2012,2,47,http://doi.org/10.1111/j.1477-7053.2011.01357.x,Anders Hellström; Pauline Stoltz; Tom Nilsson,"John Wiley & Sons, Inc.",eng,186,205,,swedish; public debate; government and opposition; sweden; nationalism; nationalist; mainstream parties; nationalist claims; welfare; parties,7952,20,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/jj.13568050,Beyond Molotovs - A Visual Handbook of Anti-Authoritarian Strategies,,2024,,book,book,jstor,,01/01/2024,,,http://www.jstor.org/stable/jj.13568050,International Research Group on Authoritarianism and Counter-Strategies; kollektiv orangotango,transcript Verlag,eng,,,Bielefeld,marches; tarpaulin; comuna; people; zapatistas; sounds; spaces; durán matute; inés durán; tarp sheds,98803,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/phzjrkj4p0z,Italian Foreign Policy Towards Israel: The Turning Point of the Berlusconi Government (2001-2006),Israel Studies,2011,,article,,portico,,21/01/2011,1,16,, Marzano Arturo,Project MUSE,eng,79,103,,israel; italian; berlusconi; italian foreign; towards israel; policy; italian foreign policy; palestinian; policy towards; palestinian conflict,10159,25,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/25562811,Art Promotion: Far Pavilions,Circa,1995,,article,research-article,jstor,,01/07/1995,72,,http://www.jstor.org/stable/25562811,Kate Rivers,Circa Art Magazine,eng,29,33,,biennale; pavilion; venice biennale; shane cullen; artists; italian pavilion; giardini; nuova icona; cecily brennan; kathy prendergast,2440,5,unigrams; bigrams; trigrams,,,,,
ark://27927/pjc8gmt79x,Kafkaesque Cinema in the Context of Post-fascism,Modernism/modernity,2023,10.1353/mod.2023.a920252,article,Article,portico,,01/01/2023,3,30,http://doi.org/10.1353/mod.2023.a920252,Angelos Koutsourakis,Project MUSE,eng,449,472,,kafkaesque; kafkaesque cinema; post fascism; historical; liberalism; koutsourakis kafkaesque; werckmeister harmonies; narrative; enlightenment; kafkaesque themes,15859,24,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/30223644,"""1968"" East and West: Divided Germany as a Case Study in Transnational History",The American Historical Review,2009,,article,research-article,jstor,,01/02/2009,1,114,http://www.jstor.org/stable/30223644,Timothy S. Brown,Oxford University Press,eng,69,96,,kommune; german; berlin; kunzelmann; protest; historical review; transnational; dieter kunzelmann; federal republic; american historical,15085,28,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/4150480,"Representing the Holocaust. On Paul Celan, Ilse Aichinger, Albert Drach and Heimrad Bäcker, with an Appeal for Critical Reflection on the Cultural and Political Field in Which Holocaust Literature Is Inscribed",New German Critique,2004,,article,research-article,jstor,,01/10/2004,93,,http://www.jstor.org/stable/4150480,Bernhard Fetz; Rachel Magsham,New German Critique,eng,55,86,,paul celan; bernhard fetz; holocaust; celans; albert drach; austrian; german; hoffnung; bollack; representing the holocaust,12570,32,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/jj.14086474,The Long Retreat,,2024,,book,book,jstor,,01/01/2024,,,http://www.jstor.org/stable/jj.14086474,Boris Kagarlitsky; Patrick Bond; Renfrey Clarke,Pluto Press,eng,,,London,socialism; capitalism; long retreat; crisis; schumpeter; bourgeois; welfare; political; soviet; reforms,112787,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pjbh8w85tn5,The rise of illiberal memory,Memory Studies,2023,10.1177/1750698020988771,article,research-article,portico,,01/08/2023,4,16,http://doi.org/10.1177/1750698020988771,Gavriel D Rosenfeld,SAGE Publications,eng,819,836,,illiberal; illiberal memory; holocaust; illiberal democrats; rightwing; rightwing populists; illiberal democracy; remembrance; liberals; genocide,13520,18,unigram; bigram; trigram,,,,,
ark://27927/phzjt031k3h,"""Primacy in Your Face"": Changing Discourses of National Identity and National Interest in the United States and Russia After the Cold War",Ab Imperio,2010,10.1353/imp.2010.0100,article,,portico,,01/01/2010,3,2010,http://doi.org/10.1353/imp.2010.0100,Philipp Casula,Project MUSE,eng,245,271,,foreign affairs; philipp casula; discourse; casula primacy; national interest; philipp casula primacy; policy; rogue states; chantal mouffe; states,11182,28,unigram; bigram; trigram,,,,,
ark://27927/phz96b2fzcv,Russian Nationalism Shifting: The Role of Populism Since the Annexation of Crimea,Demokratizatsiya: The Journal of Post-Soviet Democratization,2019,,article,Article,portico,,16/07/2019,3,27,,Philipp Casula; Sofia Tipaldou,Project MUSE,eng,349,370,,populism; crimea; russian; ukraine; vladimir putin; nationalism; people; russian nationalism; ukrainian; soviet,9621,22,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/20078775,Review Article,Journal of World History,1999,,article,book-review,jstor,,01/04/1999,1,10,http://www.jstor.org/stable/20078775,Mario Sznajder; Roger Eatwell,University of Hawai'i Press,eng,266,269,,fascism; eatwell; fascist movements; political; roger eatwell; fascist ideology; ideology; antun saade; history; historical,1468,4,unigrams; bigrams; trigrams,,,,,
ark://27927/pjc1g7s3q7n,Fascination with the Persecutor: George L. Mosse and the Catastrophe of Modern Man by Emilio Gentile (review),Antisemitism Studies,2024,10.2979/ast.00033,article,Review,portico,,17/10/2024,2,8,http://doi.org/10.2979/ast.00033,Jonathon Catlin,Project MUSE,eng,385,400,,fascism; gentile; jonathon catlin; traverso; ideology; antisemitism; antisemitism studies; bourgeois respectability; mosse wrote; holocaust,6905,16,unigram; bigram; trigram,,,,,
ark://27927/pjbfnrsb297,2. The Optics Of Desire,The Queer Art of History,2023,,chapter,,portico,,01/01/2023,,,,"Evans, Jennifer V.",Duke University Press,eng,,,,tobias; queer kinship; erotic; images; desire; homoerotic; herbert tobias; manfred; photography; sexual,13299,34,unigram; bigram; trigram,,,,,
ark://27927/pjbmz27wg1f,The International Turn in Far-Right Studies: A Critical Assessment,Millennium - Journal of International Studies,2023,10.1177/03058298231198992,article,research-article,portico,,01/07/2023,3,51,http://doi.org/10.1177/03058298231198992,Rodrigo Duque Estrada Campos,SAGE Publications,eng,892,919,,international; global; methodological nationalism; transnational; extrema derecha; fascism; longue durée; politics; populism; political,17681,28,unigram; bigram; trigram,,,,,
ark://27927/pjbqx44tdgr,Issue Matter,International Journal of Human Rights in Healthcare,2021,,article,null,portico,,04/06/2021,2,14,,,Emerald Group Publishing,eng,,,,sexual intercourse; nigeria; health; central nigeria; genital mutilation; hiv infection; hiv stigma; female genital; sexual abstinence; north central nigeria,63618,92,unigram; bigram; trigram,,,,,
ark://27927/pjbmxjk20sn,Introduction,A Brief History of Fascist Lies,2022,,chapter,,portico,,01/08/2022,,,,Federico Finchelstein,University of California Press,eng,1,10,,fascist; fascist liesindd; history; racist; fascist lying; racist lies; political; violence; democracy; populism,2941,10,unigram; bigram; trigram,,,,,
ark://27927/phzcs02kxm4,‘SCHNAPS AUS DEN DUNKELSTEN PFLAUMEN’: THE CORRUPTION OF NATURE AND THE CENTRALITY OF THE HOLOCAUST IN THE WORK OF HERTA MÜLLER,German Life and Letters,2020,10.1111/glal.12251,article,article,portico,,01/01/2020,1,73,http://doi.org/10.1111/glal.12251,Issue Editor: Brigid Haines; Issue Editor: Karin Bauer; Jenny Watson; Issue Editor: Michel Mallet; Issue Editor: Jenny Watson,"John Wiley & Sons, Inc.",eng,52,71,,herta müller; holocaust; concentrationary; wiley sons; german life; concentrationary memory; jenny watson; john wiley sons; niederungen; max silverman,9480,20,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/3518207,Fascism in the Age of Global Capitalism,Social Scientist,2004,,article,research-article,jstor,,01/09/2004,09-Oct,32,http://www.jstor.org/stable/3518207,Margit Köves,Social Scientist,eng,36,71,,fascism; globalization; ethnic; global capitalism; political; underclass; countries; eastern europe; social; social scientist,16001,36,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/41376484,1. The European global company,RSA Journal,1994,,article,research-article,jstor,,01/06/1994,5450,142,http://www.jstor.org/stable/41376484,WALLY OLINS,"Royal Society for the Encouragement of Arts, Manufactures and Commerce",eng,17,30,,european; companies; global; global company; europe; european companies; european global; national; wally olins; airbus,10146,14,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbj14f2srp,Bibliography,Sugarland,2023,,chapter,,portico,,01/01/2023,,,,"Hoxha, Artan R.",Central European University Press,eng,,,,tirana; albania; tirana akademia; soviet; history; london routledge; university; foucault michel; fitzpatrick sheila; eastern europe,25936,40,unigram; bigram; trigram,,,,,
ark://27927/phzg3njzwmh,Table of Contents,The Politics of Islamophobia,2015,10.2307/j.ctt183pdtq.2,chapter,,portico,,20/11/2015,,,https://doi.org/10.2307/j.ctt183pdtq.2,David Tyrer,Pluto Press,eng,vii,viii,,islamophobia; reframing islamophobia; muslim question; politics; post politics; tyrer t02275; framing islamophobia; islamophobia viii; feeling islamophobia; islamophobia beyond,232,2,unigram; bigram; trigram,,,,,
ark://27927/pjc18b87zmh,INDEX,The Question of Unworthy Life,2024,,chapter,,portico,,08/10/2024,,,,DAGMAR HERZOG,Princeton University Press,eng,295,302,,intellectual disabilities; die freigabe; euthanasia; nicht trägst; eine insel; einem meer; lebensunwerten lebens; residential institutions; euthanasie geschädigten; protestant church,6362,8,unigram; bigram; trigram,,,,,
ark://27927/pjbcfj61q60,"V Political Process : Public Opinion, Attitudes, Parties, Forces, Groups and Elections / Vie Politique : Opinion Publique, Attitudes, Partis, Forces, Groupes et Élections",International Political Science Abstracts,2023,10.1177/00208345231157668,article,abstract,portico,,01/02/2023,1,73,http://doi.org/10.1177/00208345231157668,,SAGE Publications,eng,51,106,,political; parties; candidates; electoral; refugee; populist; election; segmental parties; democracy; european,102962,56,unigram; bigram; trigram,,,,,
ark://27927/phx85rzkfxf,"The Right and the Righteous? European Norms, Domestic Politics and the Sanctions Against Austria",JCMS: Journal of Common Market Studies,2001,10.1111/1468-5965.00276,article,,portico,,01/03/2001,1,39,http://doi.org/10.1111/1468-5965.00276,Cas Mudde; Ulrich Sedelmeier; Michael Merlingen,"John Wiley & Sons, Inc.",eng,59,77,,sanctions; austrian government; michael merlingen; extreme right; cas mudde; merlingen cas; european; merlingen cas mudde; agence europe; domestic politics,8238,19,unigram; bigram; trigram,,,,,
ark://27927/pjbqwdgtx4d,Notes,We Charge Genocide!,2024,,chapter,,portico,,01/01/2024,,,,"Mullen, Bill V.",Fordham University Press,eng,,,,black panther; fascism; charge genocide; genocide; zeskind; marxists org; langston hughes; crc rec; whitman; ronald reagan,17272,28,unigram; bigram; trigram,,,,,
ark://27927/phx5z8qwfpp,Concepts of Fascism in Contemporary Russia and the West,Political Studies Review,2005,10.1111/j.1478-9299.2005.00018.x,article,,portico,,01/01/2005,1,3,http://doi.org/10.1111/j.1478-9299.2005.00018.x,Andreas Umland,SAGE Publications,eng,34,49,,fascism; russian; umland; fascist studies; andreas umland; griffin; moskva; soviet; comparative fascist; faschismus,7592,16,unigram; bigram; trigram,,,,,
ark://27927/pjbj14qd918,Works Cited,"Sun, Sex and Socialism",2012,,chapter,,portico,,01/01/2012,,,,"Hosek, Jennifer  Ruth",University of Toronto Press,eng,,,,sapmo barch; magnus enzensberger; berlin; works cited; che guevara; hans magnus; main suhrkamp; frankfurt; german; verlag,9697,20,unigram; bigram; trigram,,,,,
ark://27927/pgg22c6s59b,"The cultural dimensions of Italian leadership: Power distance, uncertainty avoidance and masculinity from an American perspective",Leadership,2012,10.1177/1742715012441876,article,research-article,portico,,01/08/2012,3,8,http://doi.org/10.1177/1742715012441876,Marco Tavanti,SAGE Publications,eng,287,301,,leadership; italian; hofstede; cultural; italian leadership; cultural dimensions; power distance; uncertainty avoidance; leaders; masculinity,9459,15,unigram; bigram; trigram,,,,,
ark://27927/phx5z4pv9qk,Review: Etica cristiana e Scrittori del Novecento,Forum Italicum,1995,10.1177/001458589502900135,article,,portico,,01/03/1995,1,29,http://doi.org/10.1177/001458589502900135,Alessandro Vettori,SAGE Publications,eng,230,232,,etica cristiana; italian; angela dalle; christian; scrittori del novecento; cinema; davide maria; fascist cinema; sgorga spontaneo; esorta affinché,1296,3,unigram; bigram; trigram,,,,,
ark://27927/pjbfnqjw546,5 Piacentini and Mussolini,"Mussolini, Architect",2022,,chapter,,portico,,01/01/2022,,,,"Notini, Sylvia; Nicoloso, Paolo",University of Toronto Press,eng,,,,piacentini; mussolini; architect; marcello piacentini; palazzo; dictator; palazzo venezia; mussolini architect; piacentini and mussolini; fascist,8625,21,unigram; bigram; trigram,,,,,
ark://27927/pgh2wpxq42j,Returning Populism to History,Constellations,2014,10.1111/1467-8675.12131,article,,portico,,01/12/2014,4,21,http://doi.org/10.1111/1467-8675.12131,Federico Finchelstein,"John Wiley & Sons, Inc.",eng,467,482,,populism; fascism; democracy; peronism; modern populism; democratic; political; history; argentina; dictatorship,14322,16,unigram; bigram; trigram,,,,,
ark://27927/pbd93kxjpq,4. Cultural Studies and Phenomenology,Vilm Flusser,2011,,chapter,,portico,,01/01/2011,,,,Anke Finger; Rainer Guldin; Gustavo Bernardo,University of Minnesota Press,eng,65,82,,flusser; cultural studies; phenomenology; studies and phenomenology; migrant; thinking; languages; cultural geographies; translation; border thinking,5352,18,unigram; bigram; trigram,,,,,
ark://27927/pjc14gm49nd,"Xenophobia and Xenophilia, the Bright and Dark Sides of Attitude Towards Foreigners: A Self-Determination Theory Approach",Psychological Reports,2024,10.1177/00332941231152394,article,research-article,portico,,01/10/2024,5,127,http://doi.org/10.1177/00332941231152394,Claudia Castiglione; Sebastiano Costa; Nadia Barberis,SAGE Publications,eng,2427,2450,,xenophobia; altruism; egoism; need frustration; extrinsic; need satisfaction; extrinsic goal; ryan deci; intrinsic goal; intrinsic,12998,24,unigram; bigram; trigram,,,,,
ark://27927/pjcbdx066s,Viral Camus: Mapping cultural memory in the Covid era,Memory Studies,2024,10.1177/17506980231176036,article,research-article,portico,,01/08/2024,4,17,http://doi.org/10.1177/17506980231176036,Vanessa Brutsche,SAGE Publications,eng,970,982,,plague; pandemic; albert camus; accessed; coronavirus; racism; memory; available; camus the plague; memory studies,9966,13,unigram; bigram; trigram,,,,,
ark://27927/pjbj155gfp1,Introduction: Ruins and Debris of a Contested History,Against Redemption,2022,,chapter,,portico,,01/01/2022,,,,"Baldasso, Franco",Fordham University Press,eng,,,,italian; fascist; introduction ruins; contested history; postwar; early postwar; ruins and debris; malaparte; political; redemption,13002,26,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/23742837,"""Subaltern Nationalism"" and the West Berlin Anti-Authoritarians",German Politics & Society,2008,,article,research-article,jstor,,01/04/2008,1 (86),26,http://www.jstor.org/stable/23742837,Jennifer Ruth Hosek,Berghahn Books,eng,57,81,,anti authoritarians; subaltern nationalism; kraushaar; berlin; see note; jennifer ruth; guevaras; rudi dutschke; guevara; wolfgang kraushaar,9317,25,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbmxjk0vpz,Introduction:,From Fascism to Populism in History,2019,,chapter,,portico,,20/08/2019,,,,Federico Finchelstein,University of California Press,eng,1,30,,populism; fascism; fascism and populism; democracy; political; historical; modern populism; neofascist; global; violence,9755,30,unigram; bigram; trigram,,,,,
ark://27927/pjbbbb916rf,The problems with feminist nostalgia: Intersectionality and white popular feminism,European Journal of Women's Studies,2021,10.1177/13505068211032058,article,research-article,portico,,01/08/2021,3,28,http://doi.org/10.1177/13505068211032058,Prudence Bussey-Chamberlain; Éléonore Lépinard; Elizabeth Evans; Lucile Quéré,SAGE Publications,eng,353,368,,feminism; nostalgia; wwwtheguardiancom; feminist nostalgia; wwwtheguardiancom commentisfree; intersectionality; sisterhood; popular feminism; accessed; bussey chamberlain,9008,16,unigram; bigram; trigram,,,,,
ark://27927/pbf417jmx2,Contrastive Characterization in Verga’s I Malavoglia and Visconti’s La Terra trema,Perspectives on Contemporary Literature,2015,10.2307/j.ctt130hwm0.8,chapter,,portico,,13/01/2015,,,https://doi.org/10.2307/j.ctt130hwm0.8,Emmanuel Hatzantonis,Princeton University Press,eng,41,49,,vergas; terra trema; luchino visconti; aci trezza; tigre reale; sulle lagune; padron ntoni; padron; vergas fiction; grandson,4349,9,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/41494865,Introduction,Análise Social,2011,,article,misc,jstor,,01/01/2011,201,46,http://www.jstor.org/stable/41494865,Riccardo Marchi; Manuela Caiani; Giorgia Bulli,Instituto Ciências Sociais da Universidad de Lisboa,eng,625,632,,radical right; extreme right; right parties; giorgia bulli; political; riccardo marchi; marchi manuela; riccardo marchi manuela; kriesi; radical right parties,3018,8,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbj132phn7,8 Democracy between Reactionary Tribalism and the Megastate - Lessons from Italy and the UK,Envisioning Democracy,2023,,chapter,,portico,,01/01/2023,,,,Iain Webb,University of Toronto Press,eng,,,,reactionary tribalism; political; democracy; postmodern; sheldon wolin; iain webb; homo politicus; fugitive democracy; democratic; inverted totalitarianism,10776,20,unigram; bigram; trigram,,,,,
ark://27927/phx7wk73g9d,"Review of Piero Ignazi, Il polo escluso. Profilo storico del Movimento Sociale Italiano, Il Mulino, Bologna, 1996, 293, second edition, 452 pp., ISBN 88-15-05234-8 pbk, 46,000 Lire",Modern Italy,2001,10.1017/S1353294400012072,article,"""book-review""",portico,,01/11/2001,2,6,http://doi.org/10.1017/S1353294400012072,Mark Donovan,Cambridge University Press,eng,241,243,,élites; middle élites; fascist; continuity; berlusconi government; italian; fascist ideology; parliamentary; liceo classico; ferraresi,2250,3,unigram; bigram; trigram,,,,,
ark://27927/phz1tp6rw3r,"Memory studies in a moment of danger: Fascism, postfascism, and the contemporary political imaginary",Memory Studies,2018,10.1177/1750698018771868,article,,portico,,01/07/2018,3,11,http://doi.org/10.1177/1750698018771868,Neil Levi; Ann Rigney; Astrid Erll; Michael Rothberg,SAGE Publications,eng,355,367,,fascism; memory; traverso; toscano; transnational; memory studies; reichstag fire; historical; interwar fascism; populism,8111,13,unigram; bigram; trigram,,,,,
ark://27927/phxmccpmr8,‘Post‐fascist’ Italy,Political Quarterly,1995,10.1111/j.1467-923X.1995.tb00467.x,article,,portico,,01/04/1995,2,66,http://doi.org/10.1111/j.1467-923X.1995.tb00467.x,Martin Clark,"John Wiley & Sons, Inc.",eng,238,244,,forza italia; berlusconi; member constituencies; christian democrats; parties; national alliance; single member constituencies; elections; electoral; political,3852,7,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/26299652,"Counter-Terror Culture: Ambiguity, Subversion, or Legitimization?",Security Dialogue,2007,,article,research-article,jstor,,01/06/2007,2,38,http://www.jstor.org/stable/26299652,CHRISTIAN W. ERICKSON,"Sage Publications, Ltd.",eng,197,214,,terrorism; battlestar galactica; counter; security; matrix trilogy; security apparatus; agents; culture; erickson counter; security dialogue,8389,18,unigrams; bigrams; trigrams,,,,,
ark://27927/phzf3f0n5v5,A Crisis of Italian Identity? The Northern League and Italy’s Renationalization Since the 1990s ,Crisis as a Permanent Condition?,2016,10.5771/9783845257044-61,chapter,,portico,,28/01/2016,,,https://doi.org/10.5771/9783845257044-61,Robert Kaiser; Jana Edelmann,Nomos Verlagsgesellschaft mbH & Co. KG,eng,61,78,,northern league; italian; racism; silvana patriarca; renationalization since; renationalization; italy’s renationalization; identity; bari laterza; national identity,7029,18,unigram; bigram; trigram,,,,,
